"Text","Language",,
" ಮುಂಚಿತವಾಗಿರುವುದರಿಂದ ಇದು ನಿರ್ದಿಷ್ಟ ಆಸಕ್ತಿಯನ್ನು ಹೊಂದಿದೆ","Kannada",,
"[31][32] ಸಾಗರಗಳು ಮೇಲ್ಮೈ ನೀರಿನ 97%","Kannada",,
"ಮಂಜುಗಡ್ಡೆಗಳು 2.4% ಮತ್ತು ಇತರ ಭೂ ಮೇಲ್ಮೈ ನೀರನ್ನು ನದಿಗಳು","Kannada",,
"ಸರೋವರಗಳು ಮತ್ತು ಕೊಳಗಳು 0.6% ಹೊಂದಿವೆ.","Kannada",,
"ಹೆಚ್ಚುವರಿಯಾಗಿ","Kannada",,
"ದೇಹಗಳು ಮತ್ತು ತಯಾರಿಸಿದ ಉತ್ಪನ್ನಗಳಲ್ಲಿ ಒಳಗೊಂಡಿರುತ್ತದೆ.","Kannada",,
"ಸಾಗರವು ಲವಣಯುಕ್ತ ನೀರಿನ ಪ್ರಮುಖ ದೇಹವಾಗಿದೆ ಮತ್ತು ","Kannada",,
"ಜಲಗೋಳದ ಪ್ರಮುಖ ಅಂಶವಾಗಿದೆ.","Kannada",,
"ಭೂಮಿಯ ಮೇಲ್ಮೈಯ ಸರಿಸುಮಾರು 71% (ಸುಮಾರು 361 ಮಿಲಿಯನ್","Kannada",,
" ಚದರ ಕಿಲೋಮೀಟರ್ ಪ್ರದೇಶ) ಸಾಗರದಿಂದ ಆವೃತವಾಗಿದೆ","Kannada",,
"ಈ ಪ್ರದೇಶದ ಅರ್ಧಕ್ಕಿಂತ ಹೆಚ್ಚು 3","Kannada",,
"ಸರಾಸರಿ ಸಾಗರದ ಲವಣಾಂಶವು ಪ್ರತಿ ಸಾವಿರಕ್ಕೆ ಸುಮಾರು 35 ಭಾಗಗಳು (ppt) (3.5%)","Kannada",,
"ಮತ್ತು ಬಹುತೇಕ ಎಲ್ಲಾ ಸಮುದ್ರದ ನೀರು 30 ರಿಂದ 38 ppt ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ","Kannada",,
"ಲವಣಾಂಶವನ್ನು ಹೊಂದಿರುತ್ತದೆ.","Kannada",,
"ಸಾಮಾನ್ಯವಾಗಿ ಹಲವಾರು 'ಪ್ರತ್ಯೇಕ' ಸಾಗರಗಳೆಂದು ಗುರುತಿಸಲ್ಪಟ್ಟಿದ್ದರೂ","Kannada",,
"ಈ ನೀರುಗಳು ಒಂದು ಜಾಗತಿಕವನ್ನು ಒಳಗೊಂಡಿವೆ","Kannada",,
" ಉಪ್ಪು ನೀರಿನ ಅಂತರ್ಸಂಪರ್ಕಿತ ದೇಹವನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ವಿಶ್ವ ","Kannada",,
"ಸಾಗರ ಅಥವಾ ಜಾಗತಿಕ ಸಾಗರ ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.","Kannada",,
"[33][34] ಜಾಗತಿಕ ಸಾಗರದ ಈ ಪರಿಕಲ್ಪನೆಯು ನಿರಂತರ ಜಲರಾಶಿಯಾಗಿ","Kannada",,
" ಅದರ ಭಾಗಗಳ ನಡುವೆ ತುಲನಾತ್ಮಕವಾಗಿ ಮುಕ್ತ ವಿನಿಮಯದೊಂದಿಗೆ ","Kannada",,
"ಸಮುದ್ರಶಾಸ್ತ್ರಕ್ಕೆ ಮೂಲಭೂತ ಪ್ರಾಮುಖ್ಯತೆಯನ್ನು ಹೊಂದಿದೆ.","Kannada",,
"[35] ಪ್ರಮುಖ ಸಾಗರ ವಿಭಾಗಗಳನ್ನು ಖಂಡಗಳಿಂದ ಭಾಗಶಃ ವ್ಯಾಖ್ಯಾನಿಸಲಾಗಿದೆ","Kannada",,
"ವಿವಿಧ ದ್ವೀಪಸಮೂಹಗಳು","Kannada",,
"ಈ ವಿಭಾಗಗಳು (ಗಾತ್ರದ ಅವರೋಹಣ ಕ್ರಮದಲ್ಲಿ) ಪೆಸಿಫಿಕ್ ಸಾಗರ","Kannada",,
" ಅಟ್ಲಾಂಟಿಕ್ ಮಹಾಸಾಗರ","Kannada",,
" ದಕ್ಷಿಣ ಮಹಾಸಾಗರ ಮತ್ತು ಆರ್ಕ್ಟಿಕ್ ಮಹಾಸಾಗರ.","Kannada",,
"ಸಾಗರಗಳ ಸಣ್ಣ ಪ್ರದೇಶಗಳನ್ನು ಸಮುದ್ರಗಳು","Kannada",,
" ಕೊಲ್ಲಿಗಳು ಮತ್ತು ಇತರ ಹೆಸರುಗಳು ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.","Kannada",,
"ಉಪ್ಪು ಸರೋವರಗಳು ಸಹ ಇವೆ","Kannada",,
"ಅಂತರ್ಸಂಪರ್ಕಿಸದ ಭೂಕುಸಿತ ಉಪ್ಪುನೀರಿನ ಸಣ್ಣ ದೇಹಗಳಾಗಿವೆ.","Kannada",,
"ಉಪ್ಪು ಸರೋವರಗಳ ಎರಡು ಗಮನಾರ್ಹ ","Kannada",,
"ಉದಾಹರಣೆಗಳೆಂದರೆ ಅರಲ್ ಸಮುದ್ರ ಮತ್ತು ಗ್ರೇಟ್ ಸಾಲ್ಟ್ ಲೇಕ್.","Kannada",,
"ಸರೋವರವು (ಲ್ಯಾಟಿನ್ ಪದ ಲ್ಯಾಕಸ್‌ನಿಂದ) ","Kannada",,
"ಭೂಪ್ರದೇಶದ ಲಕ್ಷಣವಾಗಿದೆ (ಅಥವಾ ಭೌತಿಕ ಲಕ್ಷಣ)","Kannada",,
" ಪ್ರಪಂಚದ ಮೇಲ್ಮೈಯಲ್ಲಿರುವ ದ್ರವದ ದೇಹವು","Kannada",,
" ಜಲಾನಯನದ ಕೆಳಭಾಗಕ್ಕೆ ಸ್ಥಳೀಕರಿಸಲ್ಪಟ್ಟಿದೆ","Kannada",,
" (ಮತ್ತೊಂದು ರೀತಿಯ ಭೂರೂಪ ಅಥವಾ ಭೂಪ್ರದೇಶದ ವೈಶಿಷ್ಟ್ಯ","Kannada",,
"ಅಂದರೆ","Kannada",,
"ಭೂಮಿಯ ಮೇಲೆ","Kannada",,
"ಸರೋವರವೆಂದು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ.","Kannada",,
"ಇತರ ಸರೋವರಗಳು ಎಂಡೋರ್ಹೆಕ್ ಜಲಾನಯನ ಪ್ರದೇಶಗಳಲ್ಲಿ ","Kannada",,
"ಅಥವಾ ಪ್ರಬುದ್ಧ ನದಿಗಳ ಹಾದಿಯಲ್ಲಿ ಕಂಡುಬರುತ್ತವೆ.","Kannada",,
"ಪ್ರಪಂಚದ ಕೆಲವು ಭಾಗಗಳಲ್ಲಿ","Kannada",,
"ಉಳಿದಿರುವ ಅಸ್ತವ್ಯಸ್ತವಾಗಿರುವ ಒಳಚರಂಡಿ ಮಾದರಿಗಳಿಂದಾಗಿ ಅನೇಕ ಸರೋವರಗಳಿವೆ.","Kannada",,
"ಎಲ್ಲಾ ಸರೋವರಗಳು ಭೌಗೋಳಿಕ ಸಮಯದ ಮಾಪಕಗಳ ಮೇಲೆ ","Kannada",,
"ತಾತ್ಕಾಲಿಕವಾಗಿರುತ್ತವೆ","Kannada",,
" ತುಂಬುತ್ತವೆ ಅಥವಾ ಅವುಗಳನ್ನು ಹೊಂದಿರುವ ಜಲಾನಯನ ಪ್ರದೇಶದಿಂದ ಚೆಲ್ಲುತ್ತವೆ.","Kannada",,
"ಕೊಳವು ನಿಂತಿರುವ ನೀರಿನ ದೇಹವಾಗಿದೆ","Kannada",,
"ಅಥವಾ ಮಾನವ ನಿರ್ಮಿತವಾಗಿದೆ","Kannada",,
"ಸರೋವರಕ್ಕಿಂತ ಚಿಕ್ಕದಾಗಿದೆ.","Kannada",,
"ವಿವಿಧ ರೀತಿಯ ಮಾನವ ನಿರ್ಮಿತ ಜಲರಾಶಿಗಳನ್ನು ಕೊಳಗಳು ಎಂದು ವರ್ಗೀಕರಿಸಲಾಗಿದೆ","Kannada",,
"ಸೌಂದರ್ಯದ ಅಲಂಕಾರಕ್ಕಾಗಿ ವಿನ್ಯಾಸಗೊಳಿಸಲಾದ ನೀರಿನ","Kannada",,
" ಉದ್ಯಾನಗಳು","Kannada",,
" ಮತ್ತು ಸೌರ ಕೊಳಗಳನ್ನು ಉಷ್ಣ ಶಕ್ತಿಯನ್ನು ಸಂಗ್ರಹಿಸಲು ವಿನ್ಯಾಸಗೊಳಿಸಲಾಗಿದೆ.","Kannada",,
"ಪ್ರಸ್ತುತ ವೇಗದ ಮೂಲಕ ಕೊಳಗಳು ಮತ್ತು ಸರೋವರಗಳನ್ನು","Kannada",,
" ಹೊಳೆಗಳಿಂದ ಪ್ರತ್ಯೇಕಿಸಲಾಗಿದೆ.","Kannada",,
"ಹೊಳೆಗಳಲ್ಲಿನ ಪ್ರವಾಹಗಳನ್ನು ಸುಲಭವಾಗಿ ಗಮನಿಸಿದರೆ","Kannada",,
"ಕೊಳಗಳು ಮತ್ತು ಸರೋವರಗಳು ಉಷ್ಣದಿಂದ ಚಾಲಿತ ಸೂಕ್ಷ್ಮ ","Kannada",,
"ಪ್ರವಾಹಗಳು ಮತ್ತು ಮಧ್ಯಮ ಗಾಳಿ ಚಾಲಿತ ಪ್ರವಾಹಗಳನ್ನು ಹೊಂದಿವೆ.","Kannada",,
"ಉದಾಹರಣೆಗೆ ಸ್ಟ್ರೀಮ್ ಪೂಲ್‌ಗಳು ಮತ್ತು ಟೈಡ್ ಪೂಲ್‌ಗಳು.","Kannada",,
"ನದಿಯು ನೈಸರ್ಗಿಕ ಜಲಮೂಲವಾಗಿದೆ","Kannada",,
" ಸಾಗರ","Kannada",,
"ಕೆಲವು ಸಂದರ್ಭಗಳಲ್ಲಿ","Kannada",,
"ಅಥವಾ ಇನ್ನೊಂದು ನೀರಿನ ದೇಹವನ್ನು ತಲುಪುವ ಮೊದಲು ಸಂಪೂರ್ಣವಾಗಿ ಒಣಗುತ್ತದೆ.","Kannada",,
"ಸಣ್ಣ ನದಿಗಳನ್ನು ಹಲವಾರು ಇತರ ಹೆಸರುಗಳಿಂದ ಕರೆಯಬಹುದು","Kannada",,
"ನದಿ ಎಂದು ಕರೆಯಬಹುದಾದ ಯಾವುದೇ ಸಾಮಾನ್ಯ ನಿಯಮವಿಲ್ಲ.","Kannada",,
"ಸಣ್ಣ ನದಿಗಳಿಗೆ ಅನೇಕ ಹೆಸರುಗಳು ಭೌಗೋಳಿಕ ಸ್ಥಳಕ್ಕೆ ನಿರ್ದಿಷ್ಟವಾಗಿವೆ","Kannada",,
"ಒಂದು ಉದಾಹರಣೆ ಸ್ಕಾಟ್ಲೆಂಡ್ ಮತ್ತು ಈಶಾನ್ಯ ಇಂಗ್ಲೆಂಡ್ನಲ್ಲಿ ಬರ್ನ್ ಆಗಿದೆ.","Kannada",,
"ಕೆಲವೊಮ್ಮೆ ನದಿಯು ತೊರೆಗಿಂತ ದೊಡ್ಡದಾಗಿದೆ ಎಂದು ಹೇಳಲಾಗುತ್ತದೆ.","Kannada",,
"ಆದರೆ ಭಾಷೆಯಲ್ಲಿನ ಅಸ್ಪಷ್ಟತೆಯಿಂದಾಗಿ ಇದು ಯಾವಾಗಲೂ ಅಲ್ಲ.","Kannada",,
"[39] ನದಿಯು ಜಲವಿಜ್ಞಾನದ ಚಕ್ರದ ಭಾಗವಾಗಿದೆ.","Kannada",,
" ಅಂತರ್ಜಲ ಮರುಪೂರಣ","Kannada",,
" ಮತ್ತು ಸ್ನೋಪ್ಯಾಕ್‌ಗಳಲ್ಲಿ (ಅಂದರೆ","Kannada",,
"ಸಂಗ್ರಹವಾಗಿರುವ ನೀರನ್ನು ಬಿಡುಗಡೆ ಮಾಡುವುದು.","Kannada",,
"ಸ್ಟ್ರೀಮ್ ಎನ್ನುವುದು ಪ್ರವಾಹದೊಂದಿಗೆ ಹರಿಯುವ ","Kannada",,
"ನೀರಿನ ದೇಹವಾಗಿದ್ದು","Kannada",,
"ಅಮೇರಿಕಾ ಸಂಯುಕ್ತ ಸಂಸ್ತಾನದಲ್ಲಿ","Kannada",,
"ಕೆಲವು ಪ್ರಕೃತಿ ಬರಹಗಾರರು ಅರಣ್ಯ ಪ್ರದೇಶಗಳು","Kannada",,
" ಮಾನವನ ಚೈತನ್ಯ ಮತ್ತು ಸೃಜನಶೀಲತೆಗೆ ಪ್ರಮುಖವೆಂದು ನಂಬುತ್ತಾರೆ","Kannada",,
"[46] ಮತ್ತು ಕೆಲವು ಪರಿಸರಶಾಸ್ತ್ರಜ್ಞರು ಅರಣ್ಯ ಪ್ರದೇಶಗಳನ್ನು ","Kannada",,
"ಅವರು ಐತಿಹಾಸಿಕ ಆನುವಂಶಿಕ ಲಕ್ಷಣಗಳನ್ನು ಸಂರಕ್ಷಿಸಬಹುದು ","Kannada",,
"ಮತ್ತು ಅವುಗಳಿಗೆ ಆವಾಸಸ್ಥಾನವನ್ನು ಒದಗಿಸುತ್ತವೆ","Kannada",,
" ಪ್ರಾಣಿಸಂಗ್ರಹಾಲಯಗಳು","Kannada",,
"ಜೀವನದ ವ್ಯಾಖ್ಯಾನದ ಬಗ್ಗೆ ಯಾವುದೇ ಸಾರ್ವತ್ರಿಕ ಒಪ್ಪಂದವಿಲ್ಲದಿದ್ದರೂ","Kannada",,
"[47] ಜೀವನವು ಕೇವಲ ಜೀವಿಗಳ ವಿಶಿಷ್ಟ ಸ್ಥಿತಿ ಎಂದು ಹೇಳಬಹುದು.","Kannada",,
"ಭೂಮಿಯ ಜೀವಿಗಳಿಗೆ ಸಾಮಾನ್ಯವಾದ ಗುಣಲಕ್ಷಣಗಳು","Kannada",,
"ಆರ್ಕಿಯಾ ಮತ್ತು ಬ್ಯಾಕ್ಟೀರಿಯಾ) ಇವು ಸೆಲ್ಯುಲಾರ್","Kannada",,
"ಕಾರ್ಬನ್ ಮತ್ತು ಜಲ-ಆಧಾರಿತ ಸಂಕೀರ್ಣ ಸಂಘಟನೆಯೊಂದಿಗೆ","Kannada",,
" ಚಯಾಪಚಯವನ್ನು ಹೊಂದಿರುವ","Kannada",,
"ಪ್ರಚೋದಕಗಳಿಗೆ ಪ್ರತಿಕ್ರಿಯಿಸುವ ಮತ್ತು ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವ ಸಾಮರ್ಥ್ಯ.","Kannada",,
"ಆದಾಗ್ಯೂ","Kannada",,
"ಮಾನವ-ನಿರ್ಮಿತ ಜೀವನದ ಸಾದೃಶ್ಯಗಳನ್ನು ಸಹ ಜೀವನ ಎಂದು ಪರಿಗಣಿಸಬಹುದು.","Kannada",,
"ಜೀವಗೋಳವು ಭೂಮಿಯ ಹೊರ ಕವಚದ ಭಾಗವಾಗಿದೆ - ಭೂಮಿ ಸೇರಿದಂತೆ","Kannada",,
"ಮೇಲ್ಮೈ ಬಂಡೆಗಳು","Kannada",,
"ವಿಶಾಲವಾದ ಜಿಯೋಫಿಸಿಯೋಲಾಜಿಕಲ್ ದೃಷ್ಟಿಕೋನದಿಂದ","Kannada",,
" ಜೀವಗೋಳವು ಎಲ್ಲಾ ಜೀವಿಗಳು ಮತ್ತು ಅವುಗಳ ಸಂಬಂಧಗಳನ್ನು","Kannada",,
" ಸಂಯೋಜಿಸುವ ಜಾಗತಿಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆಯಾಗಿದೆ","Kannada",,
"ಲಿಥೋಸ್ಫಿಯರ್ (ಬಂಡೆಗಳು)","Kannada",,
"ವಾತಾವರಣ (ಗಾಳಿ) ಯ ಅಂಶಗಳೊಂದಿಗೆ ಅವರ ಪರಸ್ಪರ ಕ್ರಿಯೆಯನ್ನು ಒಳಗೊಂಡಂತೆ.","Kannada",,
"ಇಡೀ ಭೂಮಿಯು 75 ಶತಕೋಟಿ ಟನ್‌ಗಳಿಗಿಂತ ಹೆಚ್ಚು (150 ಟ್ರಿಲಿಯನ್ ","Kannada",,
"ಪೌಂಡ್‌ಗಳು ಅಥವಾ ಸುಮಾರು 6.8Ã—1013 ಕಿಲೋಗ್ರಾಂಗಳಷ್ಟು) ಜೀವರಾಶಿಯನ್ನು (ಜೀವನ) ಹೊಂದಿದೆ","Kannada",,
" ಇದು ಜೀವಗೋಳದೊಳಗೆ ವಿವಿಧ ಪರಿಸರಗಳಲ್ಲಿ ವಾಸಿಸುತ್ತದೆ.","Kannada",,
"[48] ​​ಭೂಮಿಯ ಮೇಲಿನ ಒಟ್ಟು ಜೀವರಾಶಿಯ ಒಂಬತ್ತು-ಹತ್ತನೇ ಭಾಗದಷ್ಟು ಸಸ್ಯ ಜೀವನ","Kannada",,
" ಯಾವ ಪ್ರಾಣಿಗಳ ಜೀವನವು ಅದರ ಅಸ್ತಿತ್ವಕ್ಕೆ ಹೆಚ್ಚು ಅವಲಂಬಿತವಾಗಿದೆ.","Kannada",,
"[49] ಮೊ","Kannada",,
"ಭೂಮಿಯ ಮೇಲೆ ಜೀವದ ಮೊದಲ ರೂಪವು ಸೂಕ್ಷ್ಮಜೀವಿಗಳು","Kannada",,
" ಮತ್ತು ಸುಮಾರು ಒಂದು ಶತಕೋಟಿ ವರ್ಷಗಳ ಹಿಂದೆ ಬಹು-","Kannada",,
"ಕೋಶೀಯ ಜೀವಿಗಳು ಕಾಣಿಸಿಕೊಳ್ಳಲು ಪ್ರಾರಂಭಿಸುವವರೆಗೂ ","Kannada",,
"ಅವು ಜೀವನದ ಏಕೈಕ ರೂಪವಾಗಿ ಉಳಿದಿವೆ.","Kannada",,
"[67] ಸೂಕ್ಷ್ಮಜೀವಿಗಳು ಏಕಕೋಶೀಯ ಜೀವಿಗಳಾಗಿದ್ದು","Kannada",,
" ಸಾಮಾನ್ಯವಾಗಿ ಸೂಕ್ಷ್ಮದರ್ಶಕವಾಗಿದ್ದು","Kannada",,
"ಅವುಗಳಲ್ಲಿ ಬ್ಯಾಕ್ಟೀರಿಯಾ","Kannada",,
"ಈ ಜೀವ ರೂಪಗಳು ಭೂಮಿಯ ಮೇಲೆ ದ್ರವ ನೀರು ಇರುವ ಪ್ರತಿಯೊಂದು ಸ್ಥಳದಲ್ಲೂ ಕಂಡುಬರುತ್ತವೆ.","Kannada",,
" ಭೂಮಿಯ ಒಳಭಾಗವನ್ನು ಒಳಗೊಂಡಂತೆ.","Kannada",,
"ಅವುಗಳ ಸಂತಾನೋತ್ಪತ್ತಿ ತ್ವರಿತ ಮತ್ತು ಸಮೃದ್ಧವಾಗಿದೆ.""","Kannada",,
"ಹೆಚ್ಚಿನ ರೂಪಾಂತರ ದರ ಮತ್ತು ಸಮತಲ ಜೀನ್ ವರ್ಗಾವಣೆ[69]","Kannada",,
" ಸಾಮರ್ಥ್ಯದ ಸಂಯೋಜನೆಯು ಅವುಗಳನ್ನು ಹೆಚ್ಚು ಹೊಂದಿಕೊಳ್ಳುವಂತೆ ಮಾಡುತ್ತದೆ","Kannada",,
" ಮತ್ತು ಬಾಹ್ಯಾಕಾಶ ಸೇರಿದಂತೆ ಹೊಸ ಪರಿಸರದಲ್ಲಿ ಬದುಕಲು ಸಾಧ್ಯವಾಗುತ್ತದೆ.","Kannada",,
"[70] ಅವು ಗ್ರಹಗಳ ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಅಗತ್ಯ ಭಾಗವಾಗಿದೆ.","Kannada",,
"ಆದಾಗ್ಯೂ","Kannada",,
"ಇತರ ಜೀವಿಗಳಿಗೆ ಆರೋಗ್ಯದ ಅಪಾಯವನ್ನು ಉಂಟುಮಾಡಬಹುದು.","Kannada",,
"ಮೂಲತಃ ಅರಿಸ್ಟಾಟಲ್ ಎಲ್ಲಾ ಜೀವಿಗಳನ್ನು ಸಸ್ಯಗಳ ನಡುವೆ ವಿಂಗಡಿಸಿದರು","Kannada",,
" ಇದು ಸಾಮಾನ್ಯವಾಗಿ ಮನುಷ್ಯರು ಮತ್ತು ಪ್ರಾಣಿಗಳು ","Kannada",,
"ಗಮನಿಸುವಷ್ಟು ವೇಗವಾಗಿ ಚಲಿಸುವುದಿಲ್ಲ.","Kannada",,
"ಲಿನ್ನಿಯಸ್ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ","Kannada",,
"ಮತ್ತು ಅನಿಮಾಲಿಯಾ ಸಾಮ್ರಾಜ್ಯಗಳಾಗಿ ಮಾರ್ಪಟ್ಟವು.","Kannada",,
"ಅಂದಿನಿಂದ","Kannada",,
" ಸಂಬಂಧವಿಲ್ಲದ ಗುಂಪುಗಳನ್ನು ಒಳಗೊಂಡಿದೆ ಎಂಬುದು ಸ್ಪಷ್ಟವಾಗಿದೆ","Kannada",,
"ಮತ್ತು ಶಿಲೀಂಧ್ರಗಳು ಮತ್ತು ಪಾಚಿಗಳ ಹಲವಾರು ಗುಂಪುಗಳನ್ನು ","Kannada",,
"ಹೊಸ ಸಾಮ್ರಾಜ್ಯಗಳಿಗೆ ತೆಗೆದುಹಾಕಲಾಯಿತು.","Kannada",,
"ಆದಾಗ್ಯೂ","Kannada",,
"ಬ್ಯಾಕ್ಟೀರಿಯಾದ ಜೀವನವನ್ನು ಕೆಲವೊಮ್ಮೆ ಸಸ್ಯವರ್ಗದಲ್ಲಿ ಸೇರಿಸಲಾಗುತ್ತದೆ","Kannada",,
"[71][72] ಮತ್ತು ಕೆಲವು ವರ್ಗೀಕರಣಗಳು ಬ್ಯಾಕ್ಟೀರಿಯಲ್","Kannada",,
" ಫ್ಲೋರಾ ಎಂಬ ಪದವನ್ನು ಸಸ್ಯ ಸಸ್ಯಗಳಿಂದ ಪ್ರತ್ಯೇಕವಾಗಿ ಬಳಸುತ್ತವೆ.","Kannada",,
"ಸಸ್ಯಗಳನ್ನು ವರ್ಗೀಕರಿಸುವ ಹಲವು ವಿಧಾನಗಳಲ್ಲಿ ಪ್ರಾದೇಶಿಕ ","Kannada",,
"ಸಸ್ಯವರ್ಗದ ಮೂಲಕ","Kannada",,
" ಪಳೆಯುಳಿಕೆ ಸಸ್ಯವರ್ಗ","Kannada",,
" ಅವಶೇಷಗಳನ್ನು ಸಹ ಒಳಗೊಂಡಿರಬಹುದು.","Kannada",,
"ಅನೇಕ ಪ್ರದೇಶಗಳು ಮತ್ತು ದೇಶಗಳಲ್ಲಿನ ಜನರು ತಮ್ಮ ವಿಶಿಷ್ಟ ","Kannada",,
"ಸಸ್ಯವರ್ಗದ ವೈಯಕ್ತಿಕ ಶ್ರೇಣಿಗಳಲ್ಲಿ ಬಹಳ ಹೆಮ್ಮೆಪಡುತ್ತಾರೆ","Kannada",,
" ಇದು ಹವಾಮಾನ ಮತ್ತು ಭೂಪ್ರದೇಶದಲ್ಲಿನ ವ್ಯತ್ಯಾಸಗಳಿಂದಾಗಿ","Kannada",,
" ಪ್ರಪಂಚದಾದ್ಯಂತ ವ್ಯಾಪಕವಾಗಿ ಬದಲಾಗಬಹುದು.","Kannada",,
"ಪ್ರಾದೇಶಿಕ ಸಸ್ಯಗಳನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ಸ್ಥಳೀಯ ಸಸ್ಯ ಮತ್ತು ","Kannada",,
"ಕೃಷಿ ಮತ್ತು ಉದ್ಯಾನ ಸಸ್ಯಗಳಂತಹ ವರ್ಗಗಳಾಗಿ ವಿಂಗಡಿಸಲಾಗಿದೆ","Kannada",,
" ಅದರಲ್ಲಿ ಕೊನೆಯದಾಗಿ ಉಲ್ಲೇಖಿಸಿರುವುದು ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿದೆ","Kannada",,
"ಅನೇಕ ಸಸ್ಯಗಳು ಮತ್ತು ಪ್ರಾಣಿಗಳ ಅಳಿವಿಗೆ ಮಾನವರು ಕೊಡುಗೆ ನೀಡಿದ್ದಾರೆ.","Kannada",,
"ಮಾನವರು ವಿರಾಮ ಮತ್ತು ಆರ್ಥಿಕ ಚಟುವಟಿಕೆಗಳಿಗೆ ಪ್ರಕೃತಿಯನ್ನು ಬಳಸಿಕೊಳ್ಳುತ್ತಾರೆ.","Kannada",,
"ಕೈಗಾರಿಕಾ ಬಳಕೆಗಾಗಿ ನೈಸರ್ಗಿಕ ಸಂಪನ್ಮೂಲಗಳನ್ನು ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು","Kannada",,
" ವಿಶ್ವದ ಆರ್ಥಿಕ ವ್ಯವಸ್ಥೆಯ ಒಂದು ಗಣನೀಯ ಅಂಶವಾಗಿ ಉಳಿದಿದೆ.","Kannada",,
"[74][75] ಬೇಟೆಯಾಡುವುದು ಮತ್ತು ಮೀನುಗಾರಿಕೆಯಂತಹ ಕೆಲವು","Kannada",,
" ಚಟುವಟಿಕೆಗಳನ್ನು ಆಹಾರ ಮತ್ತು ವಿರಾಮ ಎರಡಕ್ಕೂ ಬಳಸಲಾಗುತ್ತದೆ","Kannada",,
"ಕೃಷಿಯನ್ನು ಮೊದಲು 9ನೇ ಸಹಸ್ರಮಾನ BCE ಯಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳಲಾಯಿತು.","Kannada",,
"ಆಹಾರ ಉತ್ಪಾದನೆಯಿಂದ ಶಕ್ತಿಯವರೆಗೆ","Kannada",,
"ಪ್ರಕೃತಿಯು ಆರ್ಥಿಕ ಸಂಪತ್ತಿನ ಮೇಲೆ ಪ್ರಭಾವ ಬೀರುತ್ತದೆ.","Kannada",,
"ಆರಂಭಿಕ ಮಾನವರು ಆಹಾರಕ್ಕಾಗಿ ಕೃಷಿ ಮಾಡದ ಸಸ್ಯ ","Kannada",,
"[76] ಸಸ್ಯಗಳ ಆಧುನಿಕ ಮಾನವ ಬಳಕೆ ಕೃಷಿಯ ಮೂಲಕ.","Kannada",,
"ಬೆಳೆಗಳ ಬೆಳವಣಿಗೆಗಾಗಿ ದೊಡ್ಡ ಪ್ರಮಾಣದ ಭೂಮಿಯನ್ನು","Kannada",,
" ತೆರವುಗೊಳಿಸುವುದರಿಂದ ಅರಣ್ಯ ಮತ್ತು ಜೌಗು ಪ್ರದೇಶಗಳ","Kannada",,
" ಲಭ್ಯವಿರುವ ಪ್ರಮಾಣದಲ್ಲಿ ಗಮನಾರ್ಹ ಇಳಿಕೆಗೆ ಕಾರಣವಾಗಿದೆ","Kannada",,
"ಗ್ರಂಥಾಲಯಗಳು ಮತ್ತು ಪುಸ್ತಕ ಮಳಿಗೆಗಳ ದೊಡ್ಡ ವಿಭಾಗಗಳನ್ನು ತುಂಬುವುದು.","Kannada",,
"ಆ ಪ್ರಕೃತಿಯನ್ನು ತುಂಬಾ ಕಲೆ","Kannada",," "
"ಚಿತ್ರಿಸಿ ಆಚರಿಸಲಾಗಿದೆ.","Kannada",,
" ಮತ್ತು ಇತರ ಸಾಹಿತ್ಯವು ಅನೇಕ ಜನರು ಪ್ರಕೃತಿ ಮತ್ತು ","Kannada",,
"ಸೌಂದರ್ಯವನ್ನು ಸಂಯೋಜಿಸುವ ಶಕ್ತಿಯನ್ನು ತೋರಿಸುತ್ತದೆ.","Kannada",,
"ಈ ಸಂಘವು ಏಕೆ ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ ಮತ್ತು ಸಂಘವು ಏನನ್ನು ","Kannada",,
"ಒಳಗೊಂಡಿದೆ ಎಂಬುದನ್ನು ಸೌಂದರ್ಯಶಾಸ್ತ್ರ ಎಂಬ ","Kannada",,
"ತತ್ವಶಾಸ್ತ್ರದ ಶಾಖೆಯಿಂದ ಅಧ್ಯಯನ ಮಾಡಲಾಗುತ್ತದೆ.","Kannada",,
"ಕೆಲವು ಮೂಲಭೂತ ಗುಣಲಕ್ಷಣಗಳನ್ನು ಮೀರಿ ಅನೇಕ ","Kannada",,
"ತತ್ವಜ್ಞಾನಿಗಳು ಸುಂದರವಾದದ್ದನ್ನು ವಿವರಿಸಲು ಒಪ್ಪಿಕೊಳ್ಳುತ್ತಾರೆ","Kannada",,
